titulo,href,valoracion,duracion,dificultad,categorias,ingredientes,categoria_principal
Receta de Harira,/receta-182/harira,4,Más de 2 horas,Difícil,"['exóticas', 'africanas', 'mediterráneas']","['Ternera', 'Hueso para caldo', 'Cebolla', 'Lenteja', 'Tomate', 'Mantequilla', 'Azafrán', 'Cilantro', 'Perejil', 'Sal', 'Pimienta', 'Limón', 'Harina blanca']",
Receta de Crema de verduras,/receta-537/crema-de-verduras,4,Menos de 15 min.,Sencilla,[],"['Espárrago', 'Puerro', 'Acelga', 'Espinaca', 'Zanahoria', 'Calabacín', 'Pollo', 'Patata', 'Huevo', 'Quesito en porciones', 'Pimiento rojo', 'Aceite', 'Sal']",vegetarianas
Receta de Crema de coliflor,/receta-69/crema-de-coliflor,4,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'invernales', 'tradicionales', 'mediterráneas']","['Coliflor', 'Cebolla', 'Ajo tierno', 'Aceite de oliva', 'Sal', 'Pimienta blanca molida', 'Patata']",tradicionales
Receta de SOPA DE MELÓN,/receta-418/sopa-de-melon,4,Entre 15 y 30 min.,Sencilla,"['para fiestas', 'mediterráneas']","['Melón', 'Limón', 'Nata para cocinar', 'Cubito de caldo']",tradicionales
Receta de Crema de guisantes y rúcula,/receta-288/crema-de-guisantes-y-rucula,4,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'mediterráneas', 'para celíacos', 'para tupper']","['Guisante verde', 'Rúcula', 'Puerro', 'Ajo', 'Queso para untar', 'Caldo de verdura', 'Pimienta', 'Aceite de oliva']",exóticas
Receta de Ajiaco Santafereño,/receta-315/ajiaco-santafereno,3,Entre 30 y 60 min.,Sencilla,['tradicionales'],"['Pechuga de pollo', 'Patata', 'Patata', 'Maíz fresco', 'Guasca', 'Crema de leche', 'Sal']",veraniegas
Receta de Crema de verduras,/receta-1754/crema-de-verduras,3,Entre 15 y 30 min.,Sencilla,"['invernales', 'tradicionales', 'mediterráneas']","['Calabacín', 'Patata', 'Queso', 'Agua', 'Pimienta', 'Aceite de oliva']",veraniegas
Receta de SOPA RÁPIDA DE CALABACÍN,/receta-2046/sopa-rapida-de-calabacin,3,Entre 15 y 30 min.,Sencilla,[],"['Cebolla', 'Mantequilla', 'Calabacín', 'Ajo', 'Verduras variadas congeladas', 'Leche evaporada', 'Queso Parmesano', 'Pimienta', 'Sal']",veraniegas
Receta de Sopa de fideos,/receta-2111/sopa-de-fideos,0,Menos de 15 min.,Sencilla,[],"['Fideos cortos', 'Caldo de ave', 'Sal']",tradicionales
Receta de Sopa de calabaza,/receta-2165/sopa-de-calabaza,0,Entre 30 y 60 min.,Sencilla,[],"['Apio', 'Cebolla', 'Col', 'Cebolla', 'Arroz redondo', 'Acelga', 'Zanahoria', 'Puerro', 'Calabaza', 'Calabaza', 'Agua']",exóticas
Receta de Crema de zanahoria al comino,/receta-1893/crema-de-zanahoria-al-comino,0,Entre 30 y 60 min.,Sencilla,"['light', 'vegetarianas', 'exóticas', 'asiáticas']","['Zanahoria', 'Agua', 'Mantequilla', 'Cúrcuma', 'Comino', 'Pimienta', 'Sal', 'Guindilla']",tradicionales
Receta de  Puré de Verduras con Garbanzos y Pollo,/receta-1895/pure-de-verduras-con-garbanzos-y-pollo,0,Entre 30 y 60 min.,Sencilla,"['para niños', 'mediterráneas']","['Caldo de verdura', 'Garbanzos', 'Pollo', 'Aceite de oliva', 'Cubito de caldo']",minimalistas
Receta de Gazpacho andaluz,/receta-1902/gazpacho-andaluz,0,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'minimalistas', 'tradicionales', 'para Thermomix', 'mediterráneas', 'para otros robots']","['Tomate', 'Cebolleta', 'Pepino', 'Pimiento rojo', 'Ajo', 'Aceite', 'Sal', 'Vinagre']",exóticas
Receta de  Crema de zanahoria,/receta-1935/crema-de-zanahoria,0,Entre 15 y 30 min.,Sencilla,"['minimalistas', 'mediterráneas']","['Patata', 'Zanahoria', 'Verduras variadas congeladas', 'Aceite', 'Ajo', 'Nata']",tradicionales
Receta de Crema de pepino,/receta-1973/crema-de-pepino,0,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'para tupper']","['Pepino', 'Ajo', 'Yogur natural', 'Aceite de girasol', 'Pan', 'Sal', 'Hierbabuena']",
Receta de Changua Bogotana,/receta-1804/changua-bogotana,0,Menos de 15 min.,Sencilla,"['vegetarianas', 'tradicionales', 'americanas']","['Cebolla', 'Ajo', 'Agua', 'Huevo', 'Azúcar blanco', 'Cilantro', 'Pan tostado', 'Sal']",
Receta de Crema de calabaza,/receta-2113/crema-de-calabaza,0,Entre 30 y 60 min.,Sencilla,[],"['Calabaza', 'Sal', 'Pimienta', 'Guisante verde']",
Receta de Salmorejo,/receta-2057/salmorejo,0,Entre 15 y 30 min.,Sencilla,[],"['Tomate', 'Pan', 'Ajo', 'Aceite de oliva', 'Sal']",
Receta de Crema de Espinacas,/receta-2110/crema-de-espinacas,0,Entre 15 y 30 min.,Sencilla,[],"['Patata', 'Puerro', 'Aceite de oliva', 'Caldo de ave', 'Sal', 'Pimienta', 'Nata', 'Espinaca']",light
Receta de Gazpacho de Yogurt con Pepino y Aceite de Oliva Virgen Extra Ybarra,/receta-1685/gazpacho-de-yogurt-con-pepino-y-aceite-de-oliva-virgen-extra-ybarra,0,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'mediterráneas']","['Yogur natural', 'Pepino', 'Aceite de oliva', 'Vinagre', 'Sal', 'Agua']",
Receta de Sopa de cangrejos y wakame,/receta-766/sopa-de-cangrejos-y-wakame,0,Entre 15 y 30 min.,Media,"['exóticas', 'asiáticas']","['Alga wakame', 'Agua', 'Cangrejo', 'Aceite de oliva', 'Sal', 'Pescado para caldo', 'Pimienta', 'Ajo', 'Puerro']",
Receta de Sopa de verduras,/receta-1090/sopa-de-verduras,0,Entre 30 y 60 min.,Sencilla,"['light', 'invernales', 'tradicionales', 'mediterráneas']","['Zanahoria', 'Puerro', 'Patata', 'Jamón cocido', 'Agua', 'Sal']",
Receta de SOPA DEL COCIDO,/receta-1209/sopa-del-cocido,0,Entre 15 y 30 min.,Sencilla,[],['_descripcion'],
Receta de Sopa de col y patata,/receta-1251/sopa-de-col-y-patata,0,Entre 30 y 60 min.,Sencilla,"['light', 'vegetarianas', 'invernales', 'mediterráneas']","['Col', 'Patata', 'Zanahoria', 'Cebolla', 'Ajo', 'Mantequilla', 'Caldo de verdura', 'Nuez moscada', 'Pimienta', 'Sal']",
Receta de Crema de patatas con bonito del norte,/receta-1302/crema-de-patatas-con-bonito-del-norte,0,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'mediterráneas']","['Patata', 'Agua', 'Nata para cocinar', 'Huevo', 'Bonito', 'Sal']",vegetarianas
Receta de crema de calabacin,/receta-1438/crema-de-calabacin,0,Entre 15 y 30 min.,Sencilla,[],"['Calabacín', 'Leche', 'Quesito en porciones', 'Nata para cocinar', 'Sal', 'Aceite de oliva', 'Patata']",veraniegas
Receta de ajo mortero,/receta-1450/ajo-mortero,0,Entre 15 y 30 min.,Sencilla,"['tradicionales', 'para niños', 'mediterráneas', 'para tupper']","['Patata', 'Ajo', 'Pimiento rojo', 'Aceite de oliva', 'Pimienta', 'Comino', 'Agua', 'Sal']",tradicionales
Receta de Crema de lechuga,/receta-1497/crema-de-lechuga,0,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'invernales', 'tradicionales', 'para Thermomix', 'mediterráneas']","['Lechuga', 'Patata', 'Cebolla', 'Ajo', 'Agua', 'Aceite de oliva', 'Sal']",vegetarianas
Receta de cocido andaluz ,/receta-1599/cocido-andaluz,0,Entre 1 y 2 horas,Sencilla,"['light', 'invernales', 'tradicionales', 'mediterráneas', 'para tupper']","['Judía verde', 'Patata', 'Puerro', 'Cebolla', 'Pechuga de pollo', 'Jamón serrano', 'Garbanzos', 'Aceite de oliva']",
Receta de GAZPACHO DE ESPÁRRAGOS,/receta-1642/gazpacho-de-esparragos,0,Menos de 15 min.,Sencilla,"['tradicionales', 'mediterráneas']","['Espárrago', 'Huevo', 'Pan', 'Ajo', 'Agua', 'Aceite de oliva', 'Vinagre', 'Pan', 'Sal', 'Huevo', 'Sal']",
Receta de Sopa de pescado,/receta-2189/sopa-de-pescado,0,Entre 15 y 30 min.,Sencilla,[],"['Cebolla', 'Zanahoria', 'Laurel', 'Ajo', 'Colorante alimenticio', 'Agua', 'Sal', 'Aceite']",vegetarianas
Receta de Caesarea salteada con puerros,/receta-1159/caesarea-salteada-con-puerros,5,Entre 15 y 30 min.,Sencilla,"['invernales', 'para navidad']","['Champiñón', 'Queso de Cabra', 'Puerro', 'Aceite de oliva', 'Sal', 'Amanita caesarea']",light
Receta de Crujiente de espinacas,/receta-910/crujiente-de-espinacas,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'minimalistas', 'para niños', 'mediterráneas']","['Aceite de girasol', 'Espinaca', 'Sal']",tradicionales
Receta de VINAGRE DE FRESA,/receta-944/vinagre-de-fresa,5,Más de 2 horas,Sencilla,[],"['Fresa', 'Manzana', 'Menta']",light
Receta de papas ala crema,/receta-1266/papas-ala-crema,5,Menos de 15 min.,Sencilla,[],"['Patata', 'Crema de leche', 'Orégano', 'Nuez moscada', 'Aceite', 'Queso rallado', 'Panceta']",veraniegas
Receta de Champiñones al ajillo con hígado a la plancha,/receta-936/champinones-al-ajillo-con-higado-a-la-plancha,5,Menos de 15 min.,Sencilla,"['light', 'minimalistas', 'tradicionales']","['Champiñón', 'Ajo', 'Aceite de oliva', 'Limón']",vegetarianas
Receta de Plátano macho frito,/receta-1590/platano-macho-frito,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'invernales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Plátano', 'Aceite de oliva', 'Sal']",light
Receta de salsa de yogurt,/receta-837/salsa-de-yogurt,5,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'exóticas', 'veraniegas', 'para fiestas', 'mediterráneas', 'para tupper']","['Aceite de oliva', 'Ajo', 'Yogur griego natural', 'Queso para untar', 'Albahaca', 'Limón']",
Receta de PATATAS CON CEBOLLA CARAMELIZADA (OLLA GM/D),/receta-702/patatas-con-cebolla-caramelizada-olla-gmd,5,Menos de 15 min.,Sencilla,['para otros robots'],"['Cebolla', 'Azúcar blanco', 'Patata', 'Aceite', 'Sal', 'Vino dulce']",light
Receta de chips de zanahoria,/receta-308/chips-de-zanahoria,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'minimalistas', 'tradicionales', 'para niños', 'mediterráneas']","['Zanahoria', 'Aceite de oliva', 'Sal']",light
Receta de Acelgas con cebolla,/receta-211/acelgas-con-cebolla,5,Entre 15 y 30 min.,Sencilla,"['light', 'mediterráneas', 'para tupper']","['Cebolla', 'Bacón', 'Acelga', 'Huevo', 'Leche', 'Queso rallado']",light
Receta de Salsa de yogurt,/receta-142/salsa-de-yogurt,5,Menos de 15 min.,Sencilla,"['light', 'exóticas', 'veraniegas', 'minimalistas', 'africanas', 'mediterráneas']","['Yogur natural', 'Sal', 'Aceite de oliva', 'Eneldo', 'Zumo de limón']",exóticas
Receta de Patatas asadas a la irlandesa,/receta-846/patatas-asadas-a-la-irlandesa,5,Entre 30 y 60 min.,Sencilla,"['vegetarianas', 'invernales', 'tradicionales', 'para navidad', 'norte de Europa', 'para celíacos', 'para tupper']","['Patata', 'Mantequilla', 'Sal']",light
Receta de puré de patatas gratinado,/receta-161/pure-de-patatas-gratinado,5,Entre 15 y 30 min.,Sencilla,['para niños'],"['Patata', 'Sal', 'Queso para untar', 'Aceite de oliva', 'Leche', 'Queso rallado']",mediterráneas
Receta de Puré de patatas y tomate,/receta-483/pure-de-patatas-y-tomate,4,Entre 15 y 30 min.,Sencilla,['mediterráneas'],"['Patata', 'Tomate', 'Ajo', 'Sal', 'Aceite de oliva', 'Pan', 'Queso para untar']",vegetarianas
Receta de guacamole,/receta-78/guacamole,4,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'exóticas', 'veraniegas', 'afrodisíacas', 'para fiestas', 'americanas', 'para tupper']","['Aguacate', 'Cebolla', 'Chile verde', 'Tomate', 'Lima', 'Cilantro', 'Sal']",tradicionales
Receta de Salsa bechamel,/receta-148/salsa-bechamel,4,Entre 15 y 30 min.,Difícil,['tradicionales'],"['Cebolla', 'Harina blanca', 'Leche', 'Cubito de caldo', 'Queso para untar', 'Aceite de oliva']",
Receta de Salsa mayonesa,/receta-186/salsa-mayonesa,4,Menos de 15 min.,Media,"['vegetarianas', 'tradicionales', 'mediterráneas']","['Huevo', 'Aceite de oliva', 'Aceite de girasol', 'Sal', 'Zumo de limón']",veraniegas
Receta de Salsa vegetariana para pasta,/receta-262/salsa-vegetariana-para-pasta,4,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'mediterráneas']","['Berenjena', 'Cebolla', 'Pimiento rojo', 'Pimiento verde', 'Calabacín', 'Ajo', 'Nata para montar', 'Nuez moscada', 'Tomillo', 'Pimienta', 'Aceite de girasol']",veraniegas
Receta de Mermelada de tomate,/receta-521/mermelada-de-tomate,4,Entre 15 y 30 min.,Sencilla,[],"['Tomate', 'Azúcar blanco', 'Limón', 'Clavo', 'Gelatina']",veraniegas
Receta de bechamel de queso de mahón,/receta-763/bechamel-de-queso-de-mahon,4,Menos de 15 min.,Sencilla,"['vegetarianas', 'minimalistas', 'tradicionales', 'para fiestas', 'para niños', 'mediterráneas']","['Aceite de oliva', 'Harina', 'Leche', 'Sal', 'Queso mahonés']",veraniegas
Receta de Salsa de espinacas,/receta-1296/salsa-de-espinacas,4,Menos de 15 min.,Sencilla,['vegetarianas'],"['Espinaca', 'Nata', 'Cebolla', 'Nuez', 'Aceite', 'Sal']",veraniegas
Receta de Salsa rosa (Thermomix),/receta-88/salsa-rosa-thermomix,4,Menos de 15 min.,Sencilla,['para Thermomix'],"['Huevo', 'Zumo de naranja', 'Ketchup', 'Brandy', 'Salsa de tabasco', 'Aceite', 'Sal']",invernales
Receta de Salsa Bolognesa,/receta-310/salsa-bolognesa,4,Menos de 15 min.,Sencilla,"['tradicionales', 'mediterráneas']","['Ajo', 'Cebolla', 'Pimentón dulce', 'Salsa de tomate frito', 'Orégano', 'Pimienta', 'Carne picada', 'Sal']",light
Receta de SALSA BARBACOA,/receta-615/salsa-barbacoa,4,Menos de 15 min.,Sencilla,['para Thermomix'],"['Vino blanco', 'Ketchup', 'Azúcar moreno', 'Aceite de oliva', 'Salsa de soja', 'Jengibre', 'Miel', 'Salsa de Mostaza', 'Comino', 'Tomillo', 'Orégano']",tradicionales
Receta de Salsa de aceitunas negras,/receta-205/salsa-de-aceitunas-negras,4,Menos de 15 min.,Sencilla,['mediterráneas'],"['Aceituna', 'Chalote', 'Ajo', 'Aceite de oliva', 'Caldo de verdura', 'Tomillo', 'Pimienta', 'Sal', 'Pimentón dulce']",
Receta de Salsa de yogur,/receta-275/salsa-de-yogur,4,Menos de 15 min.,Sencilla,[],"['Zumo de limón', 'Yogur natural', 'Aceite de oliva', 'Azúcar blanco', 'Albahaca']",vegetarianas
Receta de Salsa de queso,/receta-70/salsa-de-queso,4,Menos de 15 min.,Sencilla,"['tradicionales', 'para navidad', 'para fiestas']","['Aguardiente', 'Puerro', 'Harina fina de maíz', 'Sal', 'Pimienta', 'Aceite de oliva', 'Queso de Tetilla']",tradicionales
Receta de Aderezo de cilantro,/receta-614/aderezo-de-cilantro,4,Menos de 15 min.,Sencilla,"['veraniegas', 'americanas']","['Ajo', 'Cilantro', 'Aceite de oliva', 'Caldo de ave', 'Vinagre']",tradicionales
Receta de Humus,/receta-181/humus,3,Entre 15 y 30 min.,Media,"['vegetarianas', 'exóticas', 'para fiestas', 'africanas', 'mediterráneas']","['Garbanzos', 'Laurel', 'Clavo', 'Romero', 'Limón', 'Ajo', 'Aceite de oliva', 'Sal', 'Pimentón dulce', 'Tahina']",exóticas
Receta de salsa ranchera,/receta-544/salsa-ranchera,3,Menos de 15 min.,Sencilla,['americanas'],"['Tomate', 'Cebolla', 'Ajo', 'Aceite', 'Guindilla', 'Orégano', 'Limón', 'Sal']",veraniegas
Receta de salsa roja,/receta-546/salsa-roja,3,Menos de 15 min.,Sencilla,['americanas'],"['Tomate', 'Chile verde', 'Cebolla', 'Ajo', 'Cilantro', 'Agua', 'Sal']",veraniegas
Receta de guacamole,/receta-549/guacamole,3,Menos de 15 min.,Sencilla,['americanas'],"['Aguacate', 'Tomate', 'Guindilla', 'Cilantro', 'Cebolla', 'Sal']",veraniegas
Receta de Vinagreta (Thermomix),/receta-89/vinagreta-thermomix,3,Menos de 15 min.,Sencilla,['para Thermomix'],"['Aceite de oliva', 'Vinagre', 'Sal']",tradicionales
Receta de Tomate seco italiano,/receta-1208/tomate-seco-italiano,3,Entre 30 y 60 min.,Media,[],['Malagueta'],exóticas
Receta de patatitas al micro,/receta-617/patatitas-al-micro,3,Entre 15 y 30 min.,Sencilla,['para microondas'],"['Patata', 'Aceite de oliva', 'Sal', 'Hierbas provenzales']",tradicionales
Receta de salsa pico de gallo,/receta-545/salsa-pico-de-gallo,3,Menos de 15 min.,Sencilla,['americanas'],"['Tomate', 'Cebolla', 'Pepino', 'Rábano', 'Cilantro', 'Ajo', 'Zumo de limón', 'Sal']",minimalistas
Receta de Salsa Ensalada China,/receta-560/salsa-ensalada-china,3,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'minimalistas', 'asiáticas']","['Vinagre', 'Azúcar blanco', 'Sal', 'Aceite', 'Harina fina de maíz']",exóticas
Receta de Puré de Patatas,/receta-2175/pure-de-patatas,0,Menos de 15 min.,Sencilla,[],"['Patata', 'Mantequilla', 'Sal', 'Agua', 'Leche']",tradicionales
Receta de Mayonesa,/receta-1643/mayonesa,0,Menos de 15 min.,Sencilla,"['exóticas', 'veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas', 'para tupper']","['Aceite de girasol', 'Sal', 'Zumo de limón', 'Huevo']",
Receta de Huevos revueltos a mi manera,/receta-1659/huevos-revueltos-a-mi-manera,0,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para microondas', 'para carnaval', 'mediterráneas', 'americanas', 'para otros robots', 'para tupper']",['Pimienta negra'],
Receta de Tortilla de papas a la española,/receta-1695/tortilla-de-papas-a-la-espanola,0,Entre 15 y 30 min.,Sencilla,"['exóticas', 'norte de Europa']","['Patata', 'Cebolla', 'Chorizo', 'Huevo', 'Aceite', 'Aceite de oliva', 'Sal', 'Pimienta']",
Receta de ensalada,/receta-1888/ensalada,0,Menos de 15 min.,Sencilla,[],['Verduras variadas congeladas'],
Receta de Lactonesa (Mayonesa sin huevo),/receta-1990/lactonesa-mayonesa-sin-huevo,0,Menos de 15 min.,Sencilla,['mediterráneas'],"['Leche', 'Aceite de oliva', 'Limón']",light
Receta de Guisantes salteados,/receta-2104/guisantes-salteados,0,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'para tupper']","['Guisante verde', 'Cebolla', 'Aceite de oliva', 'Sal']",
Receta de Acelgas con patatas,/receta-2099/acelgas-con-patatas,0,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'para tupper']","['Aceite de oliva', 'Sal', 'Acelga', 'Patata']",
Receta de Salsa Guanga,/receta-2017/salsa-guanga,0,Menos de 15 min.,Sencilla,[],"['Guindilla', 'Tomate', 'Ajo', 'Pollo', 'Especia', 'Limón']",
Receta de Ensalada de tomate y queso,/receta-2105/ensalada-de-tomate-y-queso,0,Menos de 15 min.,Sencilla,"['vegetarianas', 'para tupper']","['Tomate', 'Sal', 'Queso fresco', 'Albahaca', 'Aceite de oliva']",
Receta de SALSA HOLANDESA,/receta-1525/salsa-holandesa,0,Entre 15 y 30 min.,Sencilla,[],"['Mantequilla', 'Zumo de limón', 'Huevo', 'Pimienta']",
Receta de salsa de cebolla y vino blanco a la pimienta,/receta-946/salsa-de-cebolla-y-vino-blanco-a-la-pimienta,0,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'minimalistas', 'tradicionales', 'para fiestas', 'mediterráneas']","['Cebolla', 'Ajo', 'Aceite de oliva', 'Vino blanco', 'Pimienta molida', 'Albahaca', 'Romero', 'Sal']",vegetarianas
Receta de Chimichurri,/receta-1037/chimichurri,0,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'para fiestas', 'americanas']","['Perejil', 'Cilantro', 'Tomillo', 'Ajo', 'Guindilla', 'Aceite', 'Vinagre', 'Sal']",veraniegas
Receta de Guasaca,/receta-1038/guasaca,0,Menos de 15 min.,Sencilla,"['veraniegas', 'tradicionales', 'para fiestas', 'americanas']","['Aguacate', 'Aceite de oliva', 'Sal', 'Pimienta', 'Vino blanco', 'Tomate', 'Cebolla', 'Ajo', 'Pimiento rojo', 'Pimiento verde']",tradicionales
Receta de Berenjenas rebozadas,/receta-1045/berenjenas-rebozadas,0,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'tradicionales', 'para niños', 'mediterráneas', 'para tupper']","['Berenjena', 'Huevo', 'Pan rallado', 'Aceite']",vegetarianas
Receta de Verduras salteadas y tomate a la plancha,/receta-1172/verduras-salteadas-y-tomate-a-la-plancha,0,Entre 15 y 30 min.,Media,"['vegetarianas', 'invernales', 'mediterráneas']","['Champiñón', 'Espárrago', 'Cebolla', 'Tomate', 'Queso Mozzarella', 'Aceite de oliva', 'Albahaca', 'Sal']",
Receta de Salsa de tomate frito para thermomix,/receta-1430/salsa-de-tomate-frito-para-thermomix,0,Entre 30 y 60 min.,Sencilla,"['vegetarianas', 'veraniegas', 'invernales', 'para niños', 'para Thermomix', 'mediterráneas']","['Tomate', 'Cebolla', 'Ajo', 'Sal', 'Pimienta', 'Orégano', 'Aceite de oliva', 'Albahaca', 'Azúcar blanco']",
Receta de Salsa Barbacoa (picante),/receta-1464/salsa-barbacoa-picante,0,Entre 30 y 60 min.,Media,"['para fiestas', 'americanas']","['Salsa de tomate frito', 'Ketchup', 'Salsa Perrins', 'Vinagre', 'Refresco de cola', 'Cebolla', 'Ajo', 'Cayena', 'Tomillo', 'Romero', 'Orégano', 'Aceite de oliva', 'Sal']",vegetarianas
Receta de Mojo rojo canario. (el de Antonio y su madre),/receta-1475/mojo-rojo-canario-el-de-antonio-y-su-madre,0,Menos de 15 min.,Sencilla,"['vegetarianas', 'para celíacos']","['Ajo', 'Comino', 'Pimiento rojo', 'Pimienta', 'Vinagre', 'Sal', 'Aceite de oliva', 'Paprica']",
Receta de Papa a la Huancaina 2.M,/receta-1485/papa-a-la-huancaina-m,0,Entre 15 y 30 min.,Sencilla,"['tradicionales', 'americanas']","['Queso Feta', 'Guindilla', 'Soda', 'Ajo', 'Leche', 'Sal', 'Pimienta', 'Patata', 'Huevo', 'Lechuga', 'Aceite de girasol', 'Guindilla']",
Receta de Mantequilla de Hierbahuerta,/receta-2256/mantequilla-de-hierbahuerta,0,Menos de 15 min.,Sencilla,[],"['Mantequilla', 'Sal', 'Pimiento']",
Receta de Puding de panetone,/receta-574/puding-de-panetone,5,Entre 15 y 30 min.,Sencilla,['para navidad'],"['Ciruela', 'Cereza', 'Orejón', 'Pasa', 'Huevo', 'Azúcar blanco', 'Leche', 'Ron']",light
